,amount,duration,payments,status,avg_balance_3M_befroe_loan,avg_balance_1M_befroe_loan,trans_freq,min_balance_befroe_loan,avg_amount_trans_before_loan,avg_balance_before_loan,times_balance_below_500,times_balance_below_5K,frequency,order_amount_LEASING,order_amount_No_symbol,order_amount_POJISTNE,order_amount_SIPO,order_amount_UVER,type,age,sex,A1,A4,A5,A6,A7,A8,A9,A10,A11,A13,A14,A16,amount_POJISTNE,amount_SANKC. UROK,amount_SIPO,amount_SLUZBY,amount_UROK,amount_UVER,amount_k_symbol_missing,balance_POJISTNE,balance_SANKC. UROK,balance_SIPO,balance_SLUZBY,balance_UROK,balance_UVER,balance_k_symbol_missing,years_of_loan,years_of_account,years_card_issued,age_bin
513,49320,36,1370.0,0,33383.97826086957,35359.83076923077,81,900.0,3852.4654320987656,35987.26296296296,0.0,0.0,30,0.0,827.0,0.0,3738.0,1370.0,0.0,33,1,60,110643,49,41,4,1,4,51.9,8441,4.48,115,2252,0.0,0.0,890.0,3.1285714285714286,40.69761904761905,0.0,196.9047619047619,0.0,0.0,9508.754761904762,7120.735714285714,9921.826190476191,0.0,10398.754761904762,2,3,0,25
514,24180,60,403.0,0,82008.0738095238,86465.25263157894,134,1100.0,5555.089552238806,78724.20970149254,0.0,0.0,30,0.0,428.0,85.0,2714.0,403.0,0.0,61,1,36,159617,29,19,8,1,9,85.2,9198,4.28,131,6132,13.8125,0.0,441.025,2.19,61.722500000000004,0.0,139.1,13712.1925,0.0,13792.255,12035.76875,15084.23875,0.0,28663.922499999997,2,3,0,50
515,116496,24,4854.0,0,42276.409375,45494.364285714284,120,600.0,11518.624166666666,41285.01833333333,0.0,0.0,30,0.0,0.0,0.0,0.0,4853.8,0.0,41,1,61,117897,139,28,5,1,6,53.8,8814,5.74,107,2059,0.0,0.0,0.0,6.531578947368421,97.43947368421053,0.0,0.0,0.0,0.0,0.0,17927.502631578947,21976.65263157895,0.0,0.0,2,3,0,35
516,468060,60,7801.0,0,56059.154,53180.7037037037,112,400.0,13857.611607142857,59623.21607142857,0.0,0.0,7,0.0,48.0,0.0,4087.0,7801.2,1.0,52,0,46,112709,48,20,7,3,10,73.5,8369,2.31,117,2618,0.0,0.0,936.6041666666666,6.875,85.88541666666667,0.0,11.0,0.0,0.0,9909.447916666666,14324.927083333334,21377.633333333335,0.0,9854.802083333334,2,3,1,50
517,293160,60,4886.0,0,26730.69583333333,24787.433333333334,97,800.0,12127.338144329897,49740.62371134021,0.0,0.0,30,0.0,0.0,0.0,0.0,4886.0,0.0,21,0,52,139012,59,41,8,3,10,61.9,8363,3.49,108,2799,0.0,0.0,0.0,6.8133333333333335,112.04666666666667,0.0,0.0,0.0,0.0,0.0,22221.106666666667,27401.79666666667,0.0,0.0,2,3,0,20
518,465504,48,9698.0,1,24841.482352941177,20683.68666666667,86,1100.0,5107.3348837209305,26347.124418604653,0.0,0.0,30,0.0,1131.5,3142.0,1922.0,9698.0,0.0,37,1,72,226122,32,50,7,4,4,62.6,8994,4.79,110,9208,502.72,0.0,307.52,2.044,21.651999999999997,0.0,362.08,4176.866,0.0,3820.546,2588.718,4855.694,0.0,10492.771999999999,2,3,0,35
519,79824,12,6652.0,0,45005.89473684211,35065.81428571428,31,300.0,14454.187096774192,49309.00967741936,0.0,0.0,7,0.0,0.0,0.0,7905.0,6652.5,1.0,43,1,13,53921,61,22,1,1,2,41.3,8598,3.26,123,1875,0.0,0.0,2155.909090909091,8.181818181818182,72.34545454545454,0.0,0.0,0.0,0.0,12396.872727272728,11223.236363636364,16744.518181818185,0.0,0.0,2,2,1,35
520,106128,36,2948.0,0,42968.62631578947,44005.462499999994,52,900.0,8468.101923076923,36071.942307692305,0.0,2.0,7,0.0,0.0,0.0,0.0,2948.0,0.0,21,1,36,159617,29,19,8,1,9,85.2,9198,4.28,131,6132,0.0,0.0,0.0,11.25,77.83125,0.0,0.0,0.0,0.0,0.0,11182.7125,20892.262499999997,0.0,0.0,2,2,0,20
521,177504,48,3698.0,0,19483.0125,18792.385714285716,86,14855.3,9661.806976744187,44723.35581395349,0.0,0.0,1,0.0,0.0,0.0,0.0,3697.8,1.0,55,1,19,51428,50,11,3,1,4,52.7,8402,3.98,120,1099,0.0,0.0,0.0,48.484848484848484,83.22424242424243,0.0,0.0,0.0,0.0,0.0,16957.757575757576,19265.121212121212,0.0,0.0,2,3,1,50
522,247920,48,5165.0,0,63019.19285714285,50154.27857142857,83,1000.0,11110.32048192771,54799.85662650602,0.0,0.0,30,0.0,0.0,0.0,9523.0,5165.2,1.0,57,0,34,125236,28,11,1,4,5,87.7,9675,7.68,100,5190,0.0,0.0,3071.935483870968,4.238709677419355,87.32903225806452,0.0,0.0,0.0,0.0,11830.767741935484,18457.687096774196,24375.445161290325,0.0,0.0,2,3,2,50
523,348120,60,5802.0,0,60436.49090909091,65439.166666666664,65,600.0,14812.910769230768,58819.487692307695,0.0,0.0,30,0.0,0.0,0.0,0.0,5802.3,1.0,37,0,69,42821,4,13,5,1,3,48.4,8173,7.01,124,1358,0.0,0.0,0.0,5.84,141.37,0.0,0.0,0.0,0.0,0.0,20894.405,35669.335,0.0,0.0,2,3,1,35
524,267600,48,5575.0,0,63601.987878787884,32903.48888888889,112,200.0,13043.204464285713,62460.22678571429,0.0,0.0,7,0.0,0.0,0.0,0.0,5575.3,0.0,41,0,70,285387,0,2,8,5,7,89.9,10177,7.75,81,10108,0.0,0.0,0.0,10.3125,142.684375,0.0,0.0,0.0,0.0,0.0,21013.71875,31244.1,0.0,0.0,1,3,0,35
525,61320,60,1022.0,0,23743.77333333333,26730.825,74,700.0,2586.201351351351,23137.19054054054,0.0,0.0,30,0.0,1607.0,424.0,1113.0,1022.0,0.0,52,0,56,124605,11,42,14,1,8,46.0,8772,4.98,126,3158,76.1025641025641,0.0,199.76923076923077,2.6205128205128205,25.351282051282052,0.0,288.43589743589746,4213.851282051282,0.0,4659.415384615385,4167.433333333333,6139.892307692307,0.0,4315.594871794872,1,2,0,50
526,218064,48,4543.0,0,58426.292,57804.45,39,400.0,10188.812820512821,54315.558974358966,0.0,0.0,30,0.0,4104.0,0.0,7678.0,4542.7,1.0,55,0,1,1204953,0,0,0,1,1,100.0,12541,0.43,167,99107,0.0,0.0,1439.625,2.7375,98.80625,0.0,769.5,0.0,0.0,12774.80625,9933.65625,23285.48125,0.0,11862.49375,1,2,1,50
527,63576,12,5298.0,0,66668.18421052632,56263.68571428571,32,500.0,11790.425000000001,59128.5875,0.0,0.0,30,0.0,0.0,0.0,0.0,5297.7,0.0,39,0,1,1204953,0,0,0,1,1,100.0,12541,0.43,167,99107,0.0,0.0,0.0,2.085714285714286,182.52857142857144,0.0,0.0,0.0,0.0,0.0,8168.235714285714,47037.014285714286,0.0,0.0,1,2,0,35
528,407952,48,8499.0,1,14012.405263157896,14976.929999999998,78,-1449.6,3453.9115384615384,14785.585897435896,0.0,6.0,30,0.0,0.0,0.0,0.0,8499.0,0.0,25,0,19,51428,50,11,3,1,4,52.7,8402,3.98,120,1099,0.0,0.0,950.0,4.461111111111111,26.625,0.0,0.0,0.0,0.0,3260.6111111111113,3971.5027777777777,6310.616666666667,0.0,0.0,1,3,0,25
529,170448,48,3551.0,0,39392.31153846154,38496.666666666664,85,1000.0,8292.202352941176,39297.33529411765,0.0,0.0,30,0.0,0.0,0.0,9629.0,3551.0,0.0,56,0,68,228848,15,40,18,2,6,57.2,9893,4.72,96,5887,0.0,0.0,2674.722222222222,4.461111111111111,65.87777777777778,0.0,0.0,0.0,0.0,7367.974999999999,11768.144444444444,16454.997222222224,0.0,0.0,1,3,0,50
530,136368,24,5682.0,0,62042.04838709677,54121.01052631579,59,600.0,15067.189830508474,60593.8406779661,0.0,0.0,30,0.0,0.0,0.0,9535.0,5681.8,0.0,30,1,22,58400,65,16,4,1,6,52.4,8620,1.25,100,1117,0.0,0.0,3178.3333333333335,4.171428571428571,97.17142857142856,0.0,0.0,0.0,0.0,17570.709523809524,16520.966666666667,20818.94761904762,0.0,0.0,1,2,0,25
531,143676,36,3991.0,0,17804.140909090907,19948.3375,72,700.0,5917.831944444445,28370.441666666666,0.0,0.0,7,0.0,1236.0,8253.0,966.0,3990.8,0.0,47,1,55,157042,49,70,18,0,9,33.9,8743,2.43,111,3894,1343.5116279069769,0.0,157.25581395348837,4.883720930232558,51.34651162790698,0.0,229.95348837209303,3028.2232558139535,0.0,2794.2232558139535,4371.73488372093,11477.272093023255,0.0,3732.3906976744183,1,3,0,45
532,66696,24,2779.0,0,58360.68125,62954.65,16,1000.0,10860.60625,58360.68125,0.0,0.0,30,0.0,0.0,0.0,12260.0,2778.7,1.0,23,1,1,1204953,0,0,0,1,1,100.0,12541,0.43,167,99107,0.0,0.0,2452.0,2.92,92.82,0.0,0.0,0.0,0.0,13484.1,17916.1,34699.22,0.0,0.0,1,2,1,20
533,152160,60,2536.0,0,24459.365714285716,22702.09411764706,121,500.0,5783.188429752066,28077.73140495868,0.0,0.0,30,0.0,0.0,0.0,9136.0,2535.7,0.0,51,0,17,74062,99,15,4,2,7,61.4,8114,2.62,119,1181,0.0,0.0,2811.076923076923,4.492307692307692,47.19615384615384,0.0,0.0,0.0,0.0,5261.117307692307,8364.905769230769,11062.107692307693,0.0,0.0,1,3,0,50
534,125472,24,5228.0,0,81077.71081081081,71378.99,77,800.0,15077.016883116883,71376.04415584415,0.0,0.0,1,0.0,0.0,0.0,14882.0,5227.7,0.0,53,0,19,51428,50,11,3,1,4,52.7,8402,3.98,120,1099,0.0,0.0,4762.24,32.0,93.69200000000001,0.0,0.0,0.0,0.0,17934.56,25885.16,27082.944,0.0,0.0,1,2,0,50
535,35856,24,1494.0,0,66513.44482758621,69812.2,95,600.0,7941.095789473684,55660.65578947368,0.0,0.0,30,0.0,0.0,0.0,5215.0,1494.0,1.0,32,0,47,162580,83,26,5,1,6,72.8,9538,1.81,111,5410,0.0,0.0,1564.5,4.38,89.3225,0.0,0.0,0.0,0.0,16257.9225,18139.9225,22423.879999999997,0.0,0.0,1,3,1,25
536,123300,36,3425.0,0,63882.760714285716,65471.755555555545,90,800.0,13272.657777777777,55026.619999999995,0.0,0.0,7,0.0,0.0,0.0,0.0,3425.2,1.0,54,0,41,118650,8,8,5,1,3,85.6,9832,4.48,114,5471,0.0,0.0,0.0,12.5,114.46666666666665,0.0,0.0,0.0,0.0,0.0,20840.004166666666,26035.520833333332,0.0,0.0,1,3,2,50
537,504000,60,8400.0,0,24617.39285714286,25719.29090909091,124,200.0,4163.917741935484,20942.59435483871,0.0,0.0,30,0.0,0.0,0.0,4247.0,8400.0,0.0,28,1,3,75232,55,26,4,1,5,41.7,8980,2.21,111,2813,0.0,0.0,1365.107142857143,4.432142857142857,29.457142857142856,0.0,0.0,0.0,0.0,6414.121428571429,6036.9375,7653.755357142857,0.0,0.0,1,3,0,25
538,31260,12,2605.0,0,20481.6,17573.73076923077,131,1000.0,3881.6541984732826,25084.423664122136,0.0,0.0,30,0.0,0.0,0.0,6742.0,2605.0,0.0,31,1,36,159617,29,19,8,1,9,85.2,9198,4.28,131,6132,0.0,0.0,2083.890909090909,4.512727272727273,43.24545454545454,0.0,0.0,0.0,0.0,5367.545454545455,8215.436363636363,10528.610909090909,0.0,0.0,1,3,0,25
539,23412,12,1951.0,0,62038.646875,63013.88,129,800.0,7822.422480620155,54304.50852713179,0.0,0.0,30,0.0,0.0,0.0,3234.0,1951.0,1.0,44,1,72,226122,32,50,7,4,4,62.6,8994,4.79,110,9208,0.0,0.0,1034.88,4.38,80.19,0.0,0.0,0.0,0.0,20985.357999999997,13938.124,17107.604,0.0,0.0,1,3,2,35
540,566640,60,9444.0,0,36297.845714285715,35357.61,77,200.0,5104.6792207792205,36640.32207792207,0.0,0.0,30,0.0,1359.0,1142.0,3912.0,9444.0,0.0,27,0,1,1204953,0,0,0,1,1,100.0,12541,0.43,167,99107,148.95652173913044,0.0,510.2608695652174,1.5869565217391304,43.48478260869565,0.0,353.9782608695652,5697.484782608695,0.0,5406.96304347826,3474.0173913043477,13202.834782608696,0.0,9042.023913043478,1,2,0,25
541,176328,36,4898.0,0,52978.343181818185,47335.740000000005,171,400.0,7444.476023391812,47164.91871345029,0.0,0.0,30,0.0,505.0,121.0,8404.0,4898.2,0.0,56,1,53,107911,88,33,6,2,7,50.9,8240,3.56,99,1903,19.755102040816325,0.0,1372.0816326530612,2.2346938775510203,35.248979591836736,0.0,164.89795918367346,9075.06530612245,0.0,7566.402040816327,5945.972448979593,8034.184693877551,0.0,16022.089795918368,1,3,0,50
542,64224,24,2676.0,0,38730.85161290322,40952.0375,47,900.0,8091.161702127659,45735.83829787234,0.0,0.0,7,0.0,0.0,0.0,9749.0,2676.0,0.0,62,1,6,77963,60,23,4,2,4,51.5,8546,4.02,126,3120,0.0,0.0,1772.5454545454545,5.454545454545454,158.48181818181817,0.0,0.0,0.0,0.0,6963.804545454546,9086.35,30979.145454545458,0.0,0.0,1,3,0,50
543,42384,12,3532.0,0,43491.740000000005,46202.56363636364,132,700.0,8414.379545454547,48865.98409090909,0.0,0.0,30,0.0,325.0,0.0,3077.0,3532.0,0.0,58,0,40,128118,9,16,6,3,8,85.3,9317,7.07,97,6872,0.0,0.0,740.7592592592592,3.5148148148148146,49.338888888888896,0.0,78.24074074074075,0.0,0.0,9313.305555555555,11963.101851851852,14328.133333333333,0.0,12060.101851851852,1,3,0,50
544,22104,12,1842.0,0,45535.693333333336,43617.73846153846,73,700.0,4537.708219178083,44135.94383561644,0.0,0.0,30,0.0,1866.0,0.0,4205.0,1842.0,0.0,34,0,34,125236,28,11,1,4,5,87.7,9675,7.68,100,5190,0.0,0.0,989.4117647058823,3.0058823529411764,52.30882352941177,0.0,439.05882352941177,0.0,0.0,11261.620588235293,8814.526470588236,12592.832352941175,0.0,12577.50294117647,1,2,0,25
545,57060,12,4755.0,0,52675.44146341464,62663.14761904761,86,900.0,9409.703488372093,46000.645348837206,0.0,0.0,7,0.0,412.0,3913.0,286.0,4755.0,1.0,56,1,68,228848,15,40,18,2,6,57.2,9893,4.72,96,5887,668.0731707317074,0.0,48.829268292682926,5.121951219512195,59.76829268292683,0.0,70.34146341463415,7467.336585365853,0.0,6716.214634146341,8973.970731707317,15160.553658536586,0.0,6909.5804878048775,1,3,1,50
546,37944,36,1054.0,0,81521.76800000001,80753.36842105263,107,500.0,8860.972897196261,61295.969158878506,0.0,0.0,30,0.0,0.0,0.0,0.0,1054.0,1.0,33,0,1,1204953,0,0,0,1,1,100.0,12541,0.43,167,99107,0.0,0.0,0.0,6.3875,137.740625,0.0,0.0,0.0,0.0,0.0,28965.8625,33895.403125,0.0,0.0,1,3,2,25
547,122472,24,5103.0,0,44856.48,45212.269230769234,112,1000.0,12554.058035714286,48395.94017857143,0.0,0.0,30,0.0,0.0,0.0,13461.0,5103.0,0.0,38,0,69,42821,4,13,5,1,3,48.4,8173,7.01,124,1358,0.0,0.0,2847.519230769231,3.088461538461538,92.84423076923076,0.0,0.0,0.0,0.0,13494.26923076923,7333.873076923077,22599.36153846154,0.0,0.0,1,3,0,35
548,160656,24,6694.0,0,43761.685365853664,50310.39523809524,146,400.0,12154.31301369863,52422.491095890415,0.0,2.0,30,0.0,0.0,0.0,0.0,6694.2,0.0,29,0,10,92084,55,29,4,3,5,46.7,10124,0.54,141,4316,0.0,0.0,0.0,6.935,100.5325,0.0,0.0,0.0,0.0,0.0,22927.447500000002,23924.197500000002,0.0,0.0,1,3,0,25
549,374760,60,6246.0,0,55895.623809523815,52954.490476190476,112,1000.0,10749.780357142856,56102.47410714285,0.0,0.0,30,0.0,618.0,7793.0,2789.0,6245.8,0.0,48,1,73,182027,17,49,12,2,7,56.4,8746,3.74,90,4433,1367.1929824561403,0.0,538.2280701754386,2.8175438596491227,68.66315789473684,0.0,108.42105263157895,6081.663157894736,0.0,14175.033333333333,11140.405263157894,16703.749122807018,0.0,6711.049122807018,1,3,0,45
550,194160,48,4045.0,0,27001.67924528302,23089.237037037037,133,900.0,3355.9578947368423,28548.365413533837,0.0,0.0,30,0.0,733.0,15.0,6359.0,4045.0,0.0,54,0,57,161954,21,37,20,3,8,48.0,8720,4.5,116,3651,2.5,0.0,978.3076923076923,2.246153846153846,22.412820512820513,0.0,240.97435897435898,5539.278205128206,0.0,3974.8435897435897,3554.2294871794875,5209.382051282051,0.0,10873.391025641025,1,3,0,50
551,321240,60,5354.0,0,78413.76666666668,58706.38,136,700.0,13228.341176470587,76826.46397058823,0.0,0.0,30,0.0,0.0,0.0,0.0,5353.5,1.0,29,1,14,177686,69,27,10,1,9,74.8,10045,1.71,135,6295,0.0,0.0,0.0,6.84375,164.73125,0.0,0.0,0.0,0.0,0.0,35173.98125,39449.984375,0.0,0.0,1,3,1,25
552,153936,24,6414.0,0,66407.32222222222,74936.03333333334,11,1100.0,22625.03636363636,58031.62727272727,0.0,0.0,30,0.0,0.0,0.0,0.0,6413.7,0.0,50,1,44,105606,77,26,7,2,7,53.0,8254,3.76,97,2325,0.0,0.0,0.0,0.0,168.79999999999998,0.0,0.0,0.0,0.0,0.0,0.0,51498.36666666667,0.0,0.0,1,2,0,45
553,156096,36,4336.0,0,55083.05454545454,43719.955555555556,33,700.0,9528.360606060607,51641.833333333336,0.0,0.0,7,0.0,0.0,0.0,7395.0,4335.8,0.0,47,1,21,103347,87,16,7,1,7,67.0,9104,2.07,123,2354,0.0,0.0,1479.0,6.0,135.69,0.0,0.0,0.0,0.0,6813.2300000000005,10322.23,32769.270000000004,0.0,0.0,1,2,0,45
554,428784,48,8933.0,0,21938.967567567568,15012.535294117648,110,1100.0,3808.92,22133.735454545455,0.0,6.0,30,0.0,671.0,713.0,2637.0,8933.0,0.0,63,1,1,1204953,0,0,0,1,1,100.0,12541,0.43,167,99107,137.59649122807016,0.0,508.89473684210526,2.56140350877193,23.40701754385965,0.0,129.49122807017545,5301.738596491227,0.0,3805.8087719298246,3137.2087719298243,5370.163157894736,0.0,4925.229824561403,1,3,0,50
555,93036,12,7753.0,0,47215.15555555555,46874.065217391304,104,400.0,14395.114423076922,53890.64326923077,0.0,2.0,30,0.0,0.0,0.0,0.0,7753.3,0.0,19,0,54,387570,0,0,0,1,1,100.0,9897,1.96,140,18696,0.0,0.0,0.0,3.8421052631578947,128.94473684210524,0.0,0.0,0.0,0.0,0.0,10898.394736842105,33751.36052631579,0.0,0.0,1,3,0,20
556,133800,24,5575.0,0,49685.86842105263,51090.08947368421,93,300.0,9527.584946236559,45733.43548387097,0.0,0.0,30,0.0,842.0,0.0,8594.0,5575.3,0.0,58,1,12,107870,84,29,6,1,6,58.0,8754,4.31,137,3868,0.0,0.0,1933.65,3.285,59.7,0.0,189.45,0.0,0.0,8124.280000000001,11220.33,16406.385000000002,0.0,8069.33,1,2,0,50
557,178500,60,2975.0,0,16015.453125,15622.0,64,1000.0,2712.9625,21491.790625,0.0,0.0,30,0.0,1540.0,2211.0,878.0,2975.0,0.0,28,0,73,182027,17,49,12,2,7,56.4,8746,3.74,90,4433,368.5,0.0,175.6,2.433333333333333,27.653333333333332,0.0,256.6666666666667,2968.14,0.0,4886.126666666666,3925.9733333333334,7383.776666666667,0.0,2711.4733333333334,1,2,0,25
558,196224,48,4088.0,0,81262.86666666667,63676.03333333333,23,300.0,23166.126086956523,72465.66956521738,0.0,0.0,30,0.0,0.0,0.0,10356.0,4088.0,2.0,49,1,76,127369,31,32,13,2,7,51.2,8369,5.88,107,2807,0.0,0.0,1479.4285714285713,2.085714285714286,227.61428571428573,0.0,0.0,0.0,0.0,5496.942857142857,9190.657142857142,57834.885714285716,0.0,0.0,1,2,1,45
559,220440,60,3674.0,0,40322.16785714286,36063.81111111111,75,600.0,7381.598666666667,38280.102666666666,0.0,0.0,7,0.0,0.0,0.0,8418.0,3673.7,0.0,44,0,50,102609,75,33,2,3,6,52.0,8187,5.45,94,2134,0.0,0.0,1683.6,6.0,95.23,0.0,0.0,0.0,0.0,7117.123333333334,8276.59,22309.933333333334,0.0,0.0,1,3,0,35
560,215040,60,3584.0,0,36728.36774193548,31874.492857142857,82,1000.0,6970.063414634145,37189.77195121951,0.0,0.0,30,0.0,0.0,0.0,0.0,3583.7,0.0,39,0,28,72541,66,26,10,0,8,36.9,8594,2.01,112,1525,0.0,0.0,0.0,3.65,85.825,0.0,0.0,0.0,0.0,0.0,8007.865625,24730.85625,0.0,0.0,1,2,0,35
561,52236,36,1451.0,0,38670.409375,38413.97647058823,101,600.0,2807.974257425743,33782.061386138615,0.0,0.0,30,0.0,0.0,0.0,5042.0,1451.0,0.0,61,1,9,81344,61,23,4,2,6,55.3,8899,3.97,149,2487,0.0,0.0,1050.4166666666667,3.0416666666666665,66.13333333333334,0.0,0.0,0.0,0.0,7741.854166666667,7026.935416666667,18168.191666666666,0.0,0.0,1,3,0,50
562,194280,60,3238.0,0,48178.17837837838,43828.45294117647,113,300.0,6314.9646017699115,48180.3778761062,0.0,0.0,30,0.0,1043.0,100.0,2171.0,3238.0,1.0,30,1,1,1204953,0,0,0,1,1,100.0,12541,0.43,167,99107,14.285714285714286,0.0,344.6031746031746,2.3174603174603177,39.666666666666664,0.0,331.1111111111111,5225.657142857143,0.0,9338.403174603174,5819.6063492063495,8284.177777777779,0.0,18711.726984126984,1,3,1,25
563,23328,12,1944.0,0,44066.26315789474,36551.07,27,1000.0,7965.125925925926,40311.637037037035,0.0,0.0,30,0.0,0.0,0.0,9768.0,1944.0,0.0,35,0,42,95907,87,25,5,2,7,59.1,8388,2.94,87,1668,0.0,0.0,1953.6,2.92,89.82000000000001,0.0,0.0,0.0,0.0,5712.2699999999995,7915.870000000001,23719.0,0.0,0.0,1,2,0,35
564,272220,60,4537.0,0,24496.006060606058,25235.586666666666,80,500.0,7196.52375,39041.91875,0.0,0.0,30,0.0,887.0,545.0,4950.0,4537.3,0.0,59,0,56,124605,11,42,14,1,8,46.0,8772,4.98,126,3158,64.88095238095238,0.0,589.2857142857143,2.0857142857142854,54.150000000000006,0.0,126.71428571428571,4079.8380952380953,0.0,3957.266666666667,5309.780952380952,14484.583333333334,0.0,5438.519047619047,1,2,0,50
565,334620,60,5577.0,0,71327.66111111111,66687.3,35,1100.0,15017.225714285714,64863.95428571428,0.0,0.0,30,0.0,0.0,0.0,0.0,5577.3,0.0,38,0,52,139012,59,41,8,3,10,61.9,8363,3.49,108,2799,0.0,0.0,0.0,4.866666666666666,185.79166666666666,0.0,0.0,0.0,0.0,0.0,27746.083333333332,48255.10833333334,0.0,0.0,1,2,0,35
566,40632,12,3386.0,0,45952.73902439025,48115.81666666667,118,1100.0,5188.519491525424,48478.5906779661,0.0,0.0,7,0.0,1282.0,105.0,850.0,3385.5,0.0,54,0,12,107870,84,29,6,1,6,58.0,8754,4.31,137,3868,16.153846153846153,0.0,130.76923076923077,4.615384615384615,36.604615384615386,0.0,425.2923076923077,8489.06,0.0,8215.829230769232,6198.352307692308,8503.227692307693,0.0,18153.213846153845,1,3,0,50
567,49044,12,4087.0,0,54215.560000000005,42935.88888888889,22,400.0,16456.872727272726,49296.52272727273,0.0,0.0,30,0.0,0.0,0.0,4603.0,4086.8,0.0,46,0,11,75637,35,36,9,0,7,36.5,9622,0.59,154,3529,0.0,0.0,1022.8888888888889,3.2444444444444445,93.77777777777777,0.0,0.0,0.0,0.0,7323.599999999999,8346.488888888889,23484.67777777778,0.0,0.0,1,2,0,45
568,84288,48,1756.0,0,26160.418518518516,33620.05,85,500.0,5942.568235294118,25727.382352941175,0.0,0.0,30,0.0,0.0,0.0,5825.0,1756.0,0.0,42,0,29,45714,52,10,5,1,6,55.6,8843,3.6,113,888,0.0,0.0,1713.235294117647,4.294117647058823,44.53823529411765,0.0,0.0,0.0,0.0,4400.661764705882,7148.014705882353,10704.197058823529,0.0,0.0,1,3,0,35
569,157068,36,4363.0,0,35429.2,50794.799999999996,21,400.0,10315.961904761905,38742.92380952381,0.0,0.0,30,0.0,0.0,0.0,7234.0,4362.7,0.0,28,0,1,1204953,0,0,0,1,1,100.0,12541,0.43,167,99107,0.0,0.0,0.0,0.0,269.525,0.0,0.0,0.0,0.0,0.0,0.0,41742.225,0.0,0.0,1,2,0,25
570,133848,24,5577.0,0,37288.28846153846,18438.283333333336,112,600.0,9549.216964285715,42220.02946428571,0.0,7.0,30,0.0,0.0,0.0,0.0,5577.3,0.0,39,0,37,114006,71,26,6,2,9,62.3,9065,5.39,123,4166,0.0,0.0,0.0,6.9523809523809526,74.10238095238095,0.0,0.0,0.0,0.0,0.0,15267.135714285712,17791.66904761905,0.0,0.0,1,3,0,35
571,22356,36,621.0,0,23833.530769230772,24764.816666666666,54,6392.0,2960.05,25150.975925925926,0.0,0.0,30,0.0,0.0,0.0,4261.0,621.0,0.0,59,1,5,95616,65,30,4,1,6,51.4,9307,4.43,118,3040,0.0,0.0,1296.8260869565217,3.808695652173913,44.52608695652174,0.0,0.0,0.0,0.0,7656.98695652174,6664.217391304348,11189.034782608695,0.0,0.0,1,2,0,50
572,36204,12,3017.0,1,19893.86,24359.965,115,-214.8,5640.358260869565,31916.898260869562,2.0,11.0,30,0.0,0.0,0.0,0.0,3017.2,0.0,61,1,50,102609,75,33,2,3,6,52.0,8187,5.45,94,2134,0.0,0.4152542372881356,0.0,2.7220338983050847,103.98474576271187,0.0,0.0,0.0,298.97118644067797,0.0,6095.1474576271185,29199.06440677966,0.0,0.0,1,3,0,50
573,240528,48,5011.0,0,26883.285714285714,27645.075,91,600.0,12941.090109890109,41135.01098901099,0.0,0.0,30,0.0,0.0,0.0,0.0,5011.2,0.0,43,1,47,162580,83,26,5,1,6,72.8,9538,1.81,111,5410,0.0,0.0,0.0,6.326666666666666,90.84666666666666,0.0,0.0,0.0,0.0,0.0,14653.933333333332,21298.493333333336,0.0,0.0,1,3,0,35
574,279072,48,5814.0,0,38603.49333333333,35625.520000000004,86,300.0,12324.537209302325,43095.51162790698,0.0,2.0,7,0.0,0.0,0.0,0.0,5813.5,0.0,30,1,1,1204953,0,0,0,1,1,100.0,12541,0.43,167,99107,0.0,0.0,0.0,11.428571428571429,115.15238095238094,0.0,0.0,0.0,0.0,0.0,17592.895238095236,24432.219047619048,0.0,0.0,1,3,0,25
575,188532,36,5237.0,0,57897.26764705883,56273.61538461538,148,200.0,15490.919594594596,64193.40472972973,0.0,0.0,30,0.0,0.0,0.0,0.0,5237.0,0.0,24,0,70,285387,0,2,8,5,7,89.9,10177,7.75,81,10108,0.0,0.0,0.0,6.674285714285714,127.55714285714286,0.0,0.0,0.0,0.0,0.0,23247.774285714288,26397.04,0.0,0.0,1,3,0,20
576,49488,24,2062.0,0,52301.649999999994,41239.4,32,300.0,9749.86875,50541.553125,0.0,0.0,30,0.0,0.0,0.0,0.0,2062.0,1.0,58,0,71,161227,5,35,11,4,10,69.7,8678,5.57,102,4595,0.0,0.0,0.0,4.38,153.5,0.0,0.0,0.0,0.0,0.0,16769.96,38119.240000000005,0.0,0.0,1,2,1,50
577,50976,36,1416.0,0,22809.020512820513,20756.406666666666,123,400.0,3641.1341463414633,28050.29918699187,0.0,0.0,30,0.0,835.0,4351.0,1930.0,1416.0,0.0,20,1,45,77917,85,19,6,1,5,53.5,8390,2.89,132,2122,857.0151515151515,0.0,350.90909090909093,2.6545454545454543,29.30757575757576,0.0,164.46969696969697,5771.416666666667,0.0,3914.780303030303,4824.174242424242,7099.480303030303,0.0,6679.94696969697,1,3,0,20
